step	depth	row	col	cands	cs	val
18710	14	1	1	1	218	3
18711	15	7	2	2	169	4
18712	16	5	4	1	126	1
18713	17	4	3	1	201	1
18714	20	6	2	1	131	8
18715	15	7	2	1	169	5
18716	16	5	4	1	126	2
18717	17	2	2	2	231	2
18718	18	5	1	1	136	5
18719	17	2	2	1	231	4
18720	18	3	2	1	199	1
18721	13	6	3	1	157	4
18722	11	9	1	3	225	4
18723	12	8	2	1	178	5
18724	11	9	1	2	225	5
18725	12	8	2	1	179	4
18726	13	9	6	2	106	3
18727	14	9	5	1	94	4
18728	15	7	8	1	92	4
18729	16	4	2	2	193	8
18730	17	4	8	1	46	9
18731	19	1	8	1	48	7
18732	16	4	8	1	46	8
18733	17	5	8	1	68	9
18734	23	9	8	1	48	6
18735	29	8	9	1	48	3
18736	35	5	3	1	137	2
18737	13	9	6	1	106	4
18738	14	9	5	1	94	3
18739	16	4	2	2	193	8
18740	17	5	8	1	68	8
18741	19	6	8	1	57	1
18742	22	2	7	1	56	2
18743	16	4	8	1	46	8
18744	17	5	8	1	68	9
18745	23	9	8	1	48	6
18746	29	8	9	1	48	3
18747	34	8	3	1	103	2
18748	11	9	1	1	225	6
18749	10	9	7	2	199	2
18750	10	9	7	1	200	3
18751	4	8	3	1	104	9
18752	5	9	4	1	164	9
18753	6	9	3	2	174	5
18754	7	9	1	2	226	2
18755	8	9	7	1	201	4
18756	7	9	1	1	226	3
18757	8	8	2	1	179	2
18758	9	8	7	1	102	7
18759	10	9	7	2	202	4
18760	10	9	7	1	203	6
18761	11	8	8	2	68	3
18762	11	8	8	1	69	4
18763	6	9	3	1	174	6
18764	7	9	1	2	226	2
18765	8	8	2	1	179	4
18766	9	7	2	2	169	3
18767	10	6	2	1	132	6
18768	13	9	7	1	203	1
18769	9	7	2	1	169	5
18770	7	9	1	1	226	4
18771	8	8	2	1	179	2
18772	9	8	7	1	102	7
18773	10	9	7	1	204	5
18774	11	7	2	2	170	3
18775	12	7	3	1	137	5
18776	11	7	2	1	170	5
18777	12	7	3	1	138	3
18778	3	7	2	1	170	9
18779	4	9	1	3	226	2
18780	5	1	2	1	251	8
18781	6	8	2	2	179	3
18782	7	8	3	1	104	6
18783	10	2	2	2	231	6
18784	10	1	1	1	218	6
18785	11	3	2	1	200	4
18786	6	8	2	1	179	4
18787	7	9	3	1	174	6
18788	8	7	3	2	139	3
18789	9	8	3	1	104	5
18790	12	2	2	2	232	6
18791	13	1	3	1	169	9
18792	12	1	1	1	218	6
18793	13	2	2	2	232	1
18794	13	2	2	1	233	3
18795	8	7	3	1	139	5
18796	9	8	3	1	104	3
18797	12	1	1	1	218	6
18798	13	5	2	1	180	1
18799	4	9	1	2	226	3
18800	5	8	2	1	179	2
18801	7	1	2	2	251	6
18802	8	7	3	2	139	6
18803	9	8	3	1	104	4
18804	12	2	2	2	234	5
18805	13	3	2	2	201	1
18806	13	3	2	1	202	3
18807	12	1	1	1	218	5
18808	13	2	2	2	234	3
18809	14	1	3	1	170	8
18810	15	4	3	2	201	1
18811	15	4	3	1	202	3
18812	16	3	2	1	203	1
18813	19	6	3	2	158	1
18814	20	5	4	1	126	8
18815	23	9	4	2	164	6
18816	23	9	4	1	165	9
18817	24	8	7	1	102	9
18818	25	9	7	2	204	2
18819	26	8	8	2	70	3
18820	27	8	9	1	48	6
18821	28	7	6	2	110	4
18822	29	6	7	1	68	3
18823	32	6	6	1	79	6
18824	28	7	5	1	105	4
18825	29	7	6	1	110	3
18826	30	6	7	1	68	4
18827	32	7	7	1	74	1
18828	26	8	8	1	70	6
18829	27	8	9	1	48	3
18830	28	7	6	2	110	4
18831	29	7	5	1	105	3
18832	28	7	5	1	106	4
18833	29	7	6	1	110	3
18834	30	6	7	1	68	4
18835	32	7	7	1	75	1
18836	25	9	7	1	204	4
18837	19	6	3	1	158	2
18838	20	5	4	1	126	7
18839	23	2	3	2	99	9
18840	24	3	3	1	78	7
18841	25	2	1	2	81	4
18842	26	3	1	1	80	2
18843	27	5	5	2	77	8
18844	28	9	4	2	165	8
18845	29	8	7	1	102	8
18846	28	8	4	1	36	8
18847	29	8	7	1	103	9
18848	30	9	4	1	165	9
18849	32	6	5	1	49	9
18850	34	6	1	1	31	7
18851	35	7	5	2	106	3
18852	36	6	6	1	80	5
18853	37	2	6	1	52	8
18854	35	7	5	1	106	4
18855	36	6	6	1	80	4
18856	39	6	8	1	57	6
18857	27	4	4	1	34	8
18858	28	9	4	2	165	6
18859	28	9	4	1	166	9
18860	29	8	7	1	103	9
18861	30	9	7	2	205	2
18862	31	8	8	2	70	3
18863	32	8	9	1	48	6
18864	33	8	4	1	36	5
18865	34	7	6	2	110	4
18866	35	7	5	1	106	3
18867	36	5	6	2	83	2
18868	37	6	7	1	68	1
18869	36	5	6	1	83	3
18870	37	4	5	1	79	2
18871	40	3	6	1	69	9
18872	34	7	5	1	106	4
18873	35	7	6	1	110	3
18874	38	3	5	1	38	5
18875	31	8	8	1	70	6
18876	32	8	9	1	48	3
18877	33	8	4	1	36	5
18878	34	7	6	2	110	4
18879	35	7	5	1	106	3
18880	36	5	6	2	83	2
18881	37	6	7	1	69	1
18882	36	5	6	1	83	3
18883	37	1	4	1	34	3
18884	41	6	7	2	70	1
18885	41	6	7	1	71	3
18886	42	3	8	1	58	3
18887	44	3	7	1	49	8
18888	34	7	5	1	106	4
18889	35	7	6	1	110	3
18890	39	6	7	1	71	4
18891	30	9	7	1	205	4
18892	25	3	1	1	80	4
18893	26	2	1	1	81	2
18894	27	5	5	2	77	8
18895	28	9	4	2	166	8
18896	29	8	7	1	103	8
18897	28	8	4	1	36	8
18898	29	8	7	1	104	9
18899	30	5	8	1	68	9
18900	32	4	1	1	42	9
18901	34	6	1	1	31	7
18902	35	7	5	2	106	3
18903	36	6	6	1	80	5
18904	37	8	6	1	29	7
18905	35	7	5	1	106	4
18906	36	6	6	1	80	4
18907	39	7	7	1	76	3
18908	27	4	4	1	34	8
18909	28	9	4	2	166	6
18910	28	9	4	1	167	9
18911	29	8	7	1	104	9
18912	30	9	7	2	206	2
18913	31	8	8	2	70	3
18914	32	8	9	1	48	6
18915	33	8	4	1	36	5
18916	34	3	4	2	71	3
18917	35	4	5	1	79	2
18918	34	3	4	1	71	6
18919	35	4	5	1	80	1
18920	37	3	5	1	39	2
18921	31	8	8	1	70	6
18922	32	8	9	1	48	3
18923	33	8	4	1	36	5
18924	34	3	4	2	71	3
18925	35	4	5	1	80	2
18926	37	3	5	1	40	6
18927	34	3	4	1	71	6
18928	35	4	5	1	80	1
18929	37	3	5	1	41	2
18930	30	9	7	1	206	4
18931	23	3	3	1	78	9
18932	24	2	3	1	99	7
18933	25	5	6	2	83	2
18934	26	3	4	1	71	4
18935	25	5	6	1	83	3
18936	26	3	4	1	72	3
18937	28	9	4	2	167	8
18938	28	9	4	1	168	9
18939	29	8	7	1	104	9
18940	33	8	4	1	36	5
18941	13	2	2	1	234	4
18942	8	8	3	1	104	6
18943	9	7	3	1	139	4
18944	12	1	1	1	218	5
18945	13	2	2	2	235	3
18946	14	1	3	1	170	8
18947	21	6	3	1	158	2
18948	23	2	3	2	99	9
18949	24	3	3	1	78	7
18950	25	7	8	2	92	7
18951	26	7	6	2	110	3
18952	27	6	7	1	72	4
18953	29	6	6	1	80	1
18954	31	1	5	1	59	1
18955	26	7	6	1	110	6
18956	27	6	7	1	72	1
18957	28	9	4	1	168	9
18958	25	7	9	1	74	7
18959	26	6	1	1	31	7
18960	27	4	1	1	42	6
18961	28	7	6	2	110	6
18962	28	7	8	1	92	6
18963	29	7	7	2	77	2
18964	30	7	6	2	111	3
18965	31	6	6	1	80	1
18966	30	7	6	1	111	5
18967	31	7	5	1	106	3
18968	29	7	7	1	77	3
18969	23	3	3	1	78	9
18970	24	2	3	1	99	7
18971	25	7	8	2	92	7
18972	26	7	6	2	111	3
18973	27	7	9	1	74	6
18974	29	6	6	1	81	1
18975	26	7	6	1	111	6
18976	27	6	7	1	72	1
18977	28	9	4	1	169	9
18978	25	7	9	1	74	7
18979	26	6	1	1	31	7
18980	28	4	1	1	42	6
18981	13	2	2	1	235	4
18982	7	1	2	1	251	8
18983	8	7	3	1	139	4
18984	9	8	3	1	104	6
18985	10	6	3	2	158	8
18986	11	5	4	1	126	1
18987	12	4	3	1	202	1
18988	15	1	1	1	218	5
18989	10	5	3	1	138	8
18990	11	5	2	1	181	1
18991	13	3	3	1	78	1
18992	14	3	2	2	203	3
18993	15	1	1	1	219	5
18994	18	2	3	1	99	7
18995	19	4	3	2	202	2
18996	20	6	3	1	158	3
18997	24	7	4	1	158	2
18998	25	5	6	1	83	2
18999	28	7	5	1	107	3
19000	31	4	1	1	43	4
19001	19	4	3	1	202	3
19002	20	6	3	1	158	2
19003	24	7	4	1	158	1
19004	25	7	8	2	92	7
19005	26	7	6	2	111	3
19006	27	4	5	1	80	1
19007	26	7	6	1	111	6
19008	27	6	7	1	72	1
19009	28	9	4	1	170	9
19010	25	7	9	1	74	7
19011	26	6	1	1	31	7
19012	27	4	1	1	44	4
19013	28	9	7	3	207	1
19014	29	9	4	1	171	9
19015	30	2	6	1	53	9
19016	28	4	5	2	81	1
19017	29	9	7	2	207	2
19018	29	9	7	1	208	4
19019	28	4	5	1	81	2
19020	14	3	2	1	203	4
19021	4	9	1	1	226	4
19022	5	8	2	1	179	2
19023	7	1	2	2	251	5
19024	8	7	3	2	139	5
19025	9	8	3	1	104	3
19026	11	9	4	1	171	9
19027	12	7	4	2	158	1
19028	13	6	2	1	132	6
19029	14	1	1	1	219	6
19030	15	2	2	2	236	1
19031	16	1	3	1	170	7
19032	17	9	7	2	209	1
19033	18	4	3	2	202	1
19034	18	4	3	1	203	4
19035	19	4	2	1	193	8
19036	24	6	3	1	158	1
19037	26	6	9	1	29	8
19038	28	9	9	1	55	2
19039	29	7	6	2	111	2
19040	30	7	5	1	107	4
19041	31	9	6	2	106	5
19042	32	6	5	1	49	9
19043	36	4	6	1	55	1
19044	31	9	5	1	94	5
19045	32	6	6	1	82	5
19046	35	4	6	1	56	1
19047	29	7	5	1	107	2
19048	30	7	6	1	111	4
19049	31	5	6	2	83	1
19050	32	2	3	1	99	9
19051	33	1	7	1	35	8
19052	35	9	6	2	106	5
19053	36	4	5	1	82	6
19054	39	2	1	1	81	2
19055	42	3	8	1	58	1
19056	35	9	5	1	94	5
19057	36	9	6	1	106	3
19058	38	1	6	1	36	9
19059	39	3	9	1	67	9
19060	44	6	6	1	82	5
19061	31	5	6	1	83	6
19062	32	2	3	1	99	9
19063	36	1	6	1	36	1
19064	17	9	7	1	209	2
19065	15	2	2	1	236	3
19066	12	7	4	1	158	3
19067	13	6	2	1	132	8
19068	14	4	3	2	203	1
19069	14	4	3	1	204	2
19070	15	3	2	2	204	1
19071	16	4	2	1	193	3
19072	17	2	2	1	237	6
19073	15	3	2	1	204	4
19074	16	4	2	1	193	6
19075	17	5	3	1	138	4
19076	19	6	3	1	158	1
19077	21	2	2	1	238	1
19078	24	1	3	1	170	7
19079	25	9	7	2	210	2
19080	25	9	7	1	211	3
19081	26	9	6	2	106	1
19082	27	9	5	1	94	5
19083	28	7	6	2	111	2
19084	29	7	5	1	107	4
19085	32	4	5	1	82	1
19086	28	7	5	1	107	2
19087	29	7	6	1	111	4
19088	30	6	6	1	83	7
19089	26	9	6	1	106	5
19090	27	9	5	1	94	1
19091	28	5	6	2	83	1
19092	29	7	6	1	111	2
19093	28	5	6	1	83	2
19094	29	7	6	1	112	4
19095	8	8	3	1	104	5
19096	9	7	3	1	139	3
19097	10	7	4	2	158	1
19098	11	9	4	1	171	9
19099	13	8	7	1	104	9
19100	14	9	7	2	211	1
19101	15	3	2	2	204	1
19102	16	3	3	1	78	4
19103	17	2	3	1	99	7
19104	15	3	2	1	204	6
19105	16	2	2	1	238	1
19106	14	9	7	1	211	2
19107	10	7	4	1	158	5
19108	11	9	4	1	171	9
19109	14	8	7	1	104	9
19110	15	4	3	2	204	1
19111	15	4	3	1	205	2
19112	16	3	2	2	204	1
19113	17	4	2	1	193	3
19114	18	2	2	1	239	6
19115	16	3	2	1	204	4
19116	17	4	2	1	193	6
19117	19	1	1	1	219	6
19118	20	5	4	1	126	8
19119	22	5	2	1	181	3
19120	25	1	3	1	170	7
19121	26	9	6	2	106	1
19122	27	9	5	1	94	3
19123	30	6	7	1	72	4
19124	26	9	6	1	106	3
19125	27	9	5	1	94	1
19126	7	1	2	1	251	8
19127	8	6	3	2	158	8
19128	9	5	4	1	126	1
19129	10	6	2	1	132	5
19130	13	3	2	1	204	3
19131	8	5	3	1	138	8
19132	9	5	2	1	181	1
19133	11	4	3	1	205	2
19134	13	6	3	1	158	4
19135	15	3	2	2	205	3
19136	16	2	2	1	240	4
19137	21	7	4	1	158	1
19138	25	8	7	1	104	9
19139	26	4	8	1	46	9
19140	31	9	8	1	48	8
19141	15	3	2	1	205	4
19142	1	8	1	1	155	2
19143	2	7	1	1	81	9
19144	3	4	2	2	193	9
19145	4	8	2	4	179	1
19146	5	7	2	2	170	8
19147	6	2	2	2	240	3
19148	7	1	2	2	251	5
19149	8	1	1	2	219	6
19150	8	3	2	1	206	6
19151	7	1	2	1	251	6
19152	8	3	3	1	78	2
19153	6	5	2	1	181	3
19154	7	2	2	2	240	2
19155	8	3	2	2	207	4
19156	9	4	3	1	205	5
19157	8	3	2	1	207	5
19158	9	4	3	1	206	4
19159	11	1	1	1	220	6
19160	7	3	2	1	207	2
19161	8	4	3	1	206	7
19162	5	8	3	1	104	8
19163	6	9	4	2	171	8
19164	7	8	7	1	104	7
19165	8	9	1	3	226	3
19166	9	9	3	1	174	4
19167	8	9	1	2	226	4
19168	9	9	3	1	175	5
19169	10	7	2	1	170	6
19170	8	9	1	1	226	5
19171	9	9	3	1	175	6
19172	10	7	4	2	158	1
19173	11	6	3	2	158	1
19174	12	7	2	1	171	4
19175	11	6	3	1	158	2
19176	12	7	2	1	172	4
19177	10	7	4	1	158	2
19178	11	5	4	2	126	1
19179	12	2	3	1	100	9
19180	13	7	6	2	113	1
19181	14	9	7	1	212	1
19182	13	7	6	1	113	7
19183	14	7	5	1	107	1
19184	11	5	4	1	126	3
19185	12	7	2	1	173	4
19186	16	7	6	1	113	1
19187	18	6	6	1	84	2
19188	6	7	5	1	108	8
19189	7	6	6	1	85	1
19190	9	9	9	1	55	8
19191	4	9	1	3	226	3
19192	5	8	2	1	179	5
19193	7	1	2	2	251	6
19194	8	7	2	1	173	4
19195	9	4	3	1	207	7
19196	7	1	2	1	251	8
19197	8	7	3	2	139	1
19198	9	2	1	2	81	1
19199	10	5	2	1	181	1
19200	12	6	3	1	158	2
19201	13	7	2	2	173	4
19202	14	2	2	1	240	3
19203	13	7	2	1	173	6
19204	14	8	3	1	104	4
19205	16	6	2	1	132	3
19206	17	2	2	1	241	4
19207	24	5	3	1	138	5
19208	28	3	9	1	67	9
19209	30	5	8	1	68	9
19210	9	2	1	1	81	7
19211	10	3	1	1	80	1
19212	11	5	2	1	181	1
19213	12	6	3	1	158	2
19214	13	7	2	2	173	4
19215	14	8	3	1	104	6
19216	13	7	2	1	173	6
19217	14	8	3	1	105	4
19218	16	6	2	1	132	3
19219	17	1	3	1	170	9
19220	8	7	3	1	139	4
19221	9	7	2	1	173	6
19222	4	9	1	2	226	4
19223	4	9	1	1	227	5
19224	5	8	2	1	179	3
19225	7	2	2	2	241	1
19226	7	5	2	1	181	1
19227	8	1	2	2	251	8
19228	9	7	3	2	139	1
19229	10	2	1	2	81	1
19230	11	3	1	1	80	7
19231	12	1	1	2	221	3
19232	13	6	2	1	132	5
19233	12	1	1	1	221	4
19234	13	3	3	1	79	3
19235	14	2	2	2	242	2
19236	14	2	2	1	243	5
19237	15	7	4	1	158	3
19238	26	5	4	1	126	4
19239	30	5	8	1	69	9
19240	10	2	1	1	81	7
19241	11	3	1	1	80	1
19242	12	1	1	2	221	3
19243	13	7	4	1	158	4
19244	12	1	1	1	221	4
19245	13	3	3	1	79	3
19246	15	3	2	1	207	2
19247	22	7	4	1	159	3
19248	9	7	3	1	139	4
19249	10	7	2	1	174	6
19250	13	6	2	1	133	5
19251	17	3	2	1	207	2
19252	20	2	2	1	243	4
19253	8	2	2	1	244	8
19254	9	3	2	1	207	2
19255	3	6	2	1	133	9
19256	4	8	2	4	179	1
19257	5	9	1	3	227	3
19258	6	9	3	1	175	4
19259	7	4	3	3	208	1
19260	8	7	4	3	160	1
19261	9	7	3	1	139	8
19262	10	1	2	2	251	5
19263	11	1	1	1	221	1
19264	10	1	2	1	251	6
19265	11	1	1	1	222	1
19266	8	9	7	4	213	1
19267	9	9	4	2	171	8
19268	10	1	2	3	251	5
19269	11	2	1	2	81	1
19270	12	3	1	1	80	4
19271	13	7	2	1	174	8
19272	15	5	2	1	181	6
19273	20	3	2	1	208	3
19274	25	1	3	1	171	8
19275	26	3	9	1	67	8
19276	27	3	8	1	59	1
19277	28	7	4	2	160	3
19278	29	7	3	1	139	6
19279	28	7	4	1	160	4
19280	11	2	1	1	81	4
19281	12	3	1	1	80	1
19282	13	2	2	2	244	2
19283	14	8	7	1	104	8
19284	18	5	1	1	137	8
19285	23	5	4	1	126	5
19286	26	3	9	1	67	8
19287	27	7	4	2	161	3
19288	28	7	3	1	140	6
19289	27	7	4	1	161	4
19290	13	2	2	1	244	3
19291	10	1	2	2	251	6
19292	11	2	1	2	81	1
19293	12	3	1	1	80	5
19294	13	8	7	1	104	8
19295	15	1	1	2	223	4
19296	15	1	1	1	224	7
19297	11	2	1	1	81	5
19298	12	3	1	1	80	1
19299	13	2	2	2	245	2
19300	14	7	2	1	174	8
19301	13	2	2	1	245	3
19302	10	1	2	1	251	8
19303	11	2	1	2	81	1
19304	11	2	1	1	82	7
19305	9	9	4	1	171	9
19306	10	8	7	1	104	9
19307	12	4	8	1	46	9
19308	13	1	2	3	251	5
19309	14	2	1	2	83	1
19310	15	3	1	1	80	4
19311	16	7	2	1	175	8
19312	17	4	2	1	193	4
19313	24	2	2	1	246	2
19314	32	7	5	1	108	1
19315	14	2	1	1	83	4
19316	15	3	1	1	80	1
19317	16	2	2	2	246	2
19318	17	4	2	1	193	4
19319	20	7	4	1	162	3
19320	27	1	3	1	171	8
19321	32	7	9	1	74	4
19322	35	6	7	1	73	6
19323	39	6	6	1	85	4
19324	16	2	2	1	246	3
19325	13	1	2	2	251	6
19326	14	2	1	2	83	1
19327	15	3	1	1	80	5
19328	16	7	2	1	175	8
19329	17	7	4	1	162	3
19330	19	8	3	1	105	5
19331	20	1	1	2	225	4
19332	20	1	1	1	226	7
19333	14	2	1	1	83	5
19334	15	3	1	1	80	1
19335	16	2	2	2	247	2
19336	17	1	1	1	227	7
19337	16	2	2	1	247	3
19338	13	1	2	1	251	8
19339	14	2	1	2	83	1
19340	14	2	1	1	84	7
19341	8	1	2	3	251	5
19342	9	2	1	2	85	1
19343	10	3	1	1	80	4
19344	11	7	2	1	175	8
19345	12	1	1	1	228	6
19346	17	3	2	1	208	3
19347	21	1	3	1	171	8
19348	22	3	8	2	59	1
19349	23	9	7	2	213	2
19350	24	9	4	2	171	8
19351	25	8	7	1	104	8
19352	26	7	4	1	162	3
19353	24	9	4	1	171	9
19354	25	8	7	1	104	9
19355	27	4	8	1	46	9
19356	28	9	8	1	49	8
19357	30	3	9	1	67	9
19358	38	6	8	1	58	6
19359	23	9	7	1	213	5
19360	24	9	4	1	171	8
19361	22	3	8	1	59	2
19362	23	3	9	1	67	9
19363	24	9	7	1	213	2
19364	9	2	1	1	85	4
19365	10	3	1	1	80	1
19366	11	2	2	2	248	2
19367	12	4	2	1	193	4
19368	15	5	2	1	181	6
19369	20	5	4	1	126	5
19370	22	7	4	2	163	3
19371	23	7	3	1	141	6
19372	24	8	3	1	105	5
19373	25	9	4	2	172	6
19374	25	9	4	1	173	9
19375	26	8	7	1	104	9
19376	28	4	8	1	46	9
19377	29	9	9	1	56	5
19378	31	9	7	2	214	2
19379	32	7	5	1	109	5
19380	38	6	8	1	59	2
19381	31	9	7	1	214	6
19382	22	7	4	1	163	4
19383	23	7	3	1	141	5
19384	24	8	3	1	105	6
19385	25	2	3	2	100	9
19386	26	3	3	1	79	7
19387	27	5	6	2	83	1
19388	28	7	5	2	109	1
19389	29	9	7	1	215	2
19390	28	9	5	1	95	1
19391	29	9	4	2	173	8
19392	30	7	6	1	113	6
19393	29	9	4	1	173	9
19394	30	4	6	1	57	2
19395	27	5	6	1	83	4
19396	28	4	5	1	83	3
19397	30	2	8	2	44	1
19398	31	2	9	1	42	3
19399	30	2	8	1	44	3
19400	31	2	9	1	43	1
19401	32	5	7	1	70	1
19402	25	3	3	1	79	9
19403	26	2	3	1	100	7
19404	27	5	6	1	83	3
19405	30	5	7	1	71	1
19406	33	3	8	1	59	4
19407	35	9	7	1	216	2
19408	11	2	2	1	248	3
19409	8	1	2	2	251	6
19410	9	2	1	2	85	1
19411	10	3	1	1	80	5
19412	11	7	2	1	175	8
19413	12	1	1	2	228	4
19414	12	1	1	1	229	7
19415	9	2	1	1	85	5
19416	10	3	1	1	80	1
19417	11	2	2	2	249	2
19418	12	1	1	1	230	7
19419	11	2	2	1	249	3
19420	8	1	2	1	251	8
19421	9	2	1	2	85	1
19422	9	2	1	1	86	7
19423	7	4	3	2	208	2
19424	8	2	2	2	250	2
19425	9	3	2	2	208	3
19426	10	4	2	1	193	5
19427	12	5	1	1	137	7
19428	14	1	2	1	251	6
19429	9	3	2	1	208	4
19430	10	4	2	1	193	6
19431	12	1	2	1	252	8
19432	8	3	2	1	208	2
19433	9	4	2	1	193	4
19434	10	2	2	2	250	3
19435	11	5	3	2	138	1
19436	12	6	3	1	158	3
19437	13	1	2	2	253	5
19438	14	5	4	1	126	5
19439	18	1	1	1	231	6
19440	19	1	3	1	171	9
19441	20	2	1	2	87	1
19442	21	3	1	1	80	4
19443	22	4	5	2	83	1
19444	23	3	4	1	72	3
19445	26	7	4	1	163	4
19446	28	8	3	1	105	6
19447	29	7	6	2	114	1
19448	30	9	7	2	217	1
19449	31	6	9	1	29	1
19450	32	2	3	1	100	7
19451	30	9	9	1	56	1
19452	31	6	7	1	73	1
19453	32	7	8	1	92	2
19454	29	9	6	1	106	1
19455	30	9	4	2	173	8
19456	31	8	7	1	104	8
19457	30	9	4	1	173	9
19458	31	8	7	1	105	9
19459	22	4	5	1	83	3
19460	23	2	3	1	101	8
19461	24	3	3	1	79	7
19462	25	3	4	2	72	1
19463	26	3	8	1	59	3
19464	29	8	7	1	106	9
19465	25	3	4	1	72	3
19466	26	5	6	1	83	2
19467	29	5	7	1	71	4
19468	33	9	4	1	173	9
19469	20	2	1	1	87	4
19470	21	3	1	1	80	1
19471	22	4	5	2	83	1
19472	23	7	3	2	141	6
19473	24	7	4	1	163	3
19474	26	3	4	1	72	4
19475	27	7	6	2	114	1
19476	28	9	7	3	217	1
19477	29	9	4	1	174	9
19478	30	3	6	1	70	5
19479	28	9	7	2	217	2
19480	28	9	7	1	218	5
19481	27	9	6	1	106	1
19482	28	9	4	1	174	9
19483	29	8	7	1	107	9
19484	32	3	9	1	67	9
19485	34	9	7	2	219	2
19486	35	7	5	1	109	5
19487	34	9	7	1	219	6
19488	23	8	3	1	105	6
19489	24	7	3	1	141	5
19490	25	7	4	1	163	4
19491	26	3	4	1	72	3
19492	27	2	8	2	44	1
19493	28	2	9	1	43	2
19494	30	5	7	1	71	2
19495	33	9	7	1	220	1
19496	27	2	8	1	44	2
19497	28	2	9	1	43	1
19498	29	1	4	1	34	1
19499	32	7	5	1	110	3
19500	35	4	6	1	58	3
19501	22	4	5	1	83	3
19502	23	3	4	1	72	3
19503	26	4	6	1	59	1
19504	30	8	3	1	105	6
19505	13	1	2	1	253	6
19506	14	5	4	1	126	5
19507	11	5	3	1	138	3
19508	12	5	2	1	181	5
19509	14	7	2	1	175	8
19510	15	1	2	1	253	6
19511	18	6	3	1	158	1
19512	20	2	1	2	87	1
19513	21	3	1	1	80	5
19514	22	7	3	2	141	6
19515	23	7	4	1	163	3
19516	25	9	7	4	221	1
19517	26	9	4	1	174	9
19518	27	5	5	1	77	9
19519	29	4	8	1	46	9
19520	30	7	8	1	93	7
19521	33	7	6	2	114	1
19522	34	6	4	1	35	5
19523	33	7	6	1	114	5
19524	34	6	7	1	73	2
19525	25	9	4	2	174	6
19526	25	9	4	1	175	9
19527	26	5	5	1	77	9
19528	28	4	8	1	46	9
19529	29	7	8	1	93	7
19530	32	7	5	1	110	5
19531	34	6	7	1	74	5
19532	36	9	7	1	221	2
19533	22	8	3	1	106	6
19534	23	7	3	1	141	5
19535	24	7	4	1	163	4
19536	25	9	7	4	222	1
19537	26	9	4	2	175	8
19538	27	8	7	1	107	8
19539	26	9	4	1	175	9
19540	27	8	7	1	108	9
19541	25	7	6	3	114	1
19542	26	9	4	1	175	9
19543	25	9	7	3	222	2
19544	26	9	4	2	176	8
19545	27	8	7	1	109	8
19546	26	9	4	1	176	9
19547	27	8	7	1	110	9
19548	25	9	7	2	222	5
19549	26	9	4	1	176	8
19550	25	9	7	1	222	6
19551	26	9	4	1	177	9
19552	20	2	1	1	87	5
19553	21	3	1	1	80	1
19554	22	7	3	2	141	6
19555	23	8	3	1	106	5
19556	25	4	5	2	83	1
19557	26	7	6	2	114	1
19558	27	9	7	3	222	1
19559	28	9	4	1	178	9
19560	30	9	8	1	49	8
19561	27	9	7	2	222	2
19562	27	9	7	1	223	5
19563	26	9	6	1	106	1
19564	27	9	4	1	178	9
19565	28	8	7	1	111	9
19566	30	4	8	1	46	9
19567	31	9	9	1	56	5
19568	34	7	5	1	110	5
19569	36	7	6	1	114	2
19570	25	4	5	1	83	3
19571	26	5	6	2	83	1
19572	27	9	7	4	224	1
19573	27	9	4	2	178	6
19574	27	9	4	1	179	9
19575	28	8	7	1	111	9
19576	33	7	8	1	93	7
19577	26	5	6	1	83	2
19578	27	2	3	1	101	9
19579	29	1	6	1	37	3
19580	31	1	5	2	60	1
19581	32	1	4	1	34	2
19582	31	1	5	1	60	5
19583	32	9	6	1	106	6
19584	22	8	3	1	106	6
19585	23	7	3	1	141	5
19586	24	7	4	1	163	4
19587	25	9	7	4	225	1
19588	26	9	4	2	179	8
19589	27	7	5	1	110	6
19590	26	9	4	1	179	9
19591	27	8	7	1	111	9
19592	25	7	6	3	115	1
19593	26	9	4	1	179	9
19594	25	9	7	3	225	2
19595	26	9	4	2	180	8
19596	27	8	7	1	112	8
19597	26	9	4	1	180	9
19598	27	8	7	1	113	9
19599	25	9	7	2	225	5
19600	26	9	4	1	180	8
19601	25	9	7	1	225	6
19602	26	9	4	1	181	9
19603	10	3	3	1	79	3
19604	11	5	2	1	181	3
19605	12	5	3	1	138	5
19606	15	1	2	1	253	6
19607	7	4	3	1	208	3
19608	8	3	2	2	208	2
19609	9	4	2	1	193	5
19610	11	5	2	1	181	4
19611	14	6	3	2	158	1
19612	15	1	2	1	254	6
19613	16	1	1	1	231	4
19614	19	1	3	1	171	7
19615	20	2	1	2	87	1
19616	21	3	1	1	80	5
19617	22	7	3	2	141	6
19618	23	8	3	1	106	5
19619	25	9	4	2	182	6
19620	25	9	4	1	183	9
19621	26	8	7	1	114	9
19622	28	4	8	1	46	9
19623	29	9	7	3	225	1
19624	30	7	8	1	94	7
19625	31	7	5	2	111	1
19626	32	6	7	1	74	2
19627	35	5	8	1	70	8
19628	41	2	9	1	43	4
19629	45	8	8	1	70	6
19630	31	7	5	1	111	5
19631	32	6	7	1	74	6
19632	29	9	7	2	225	2
19633	30	7	5	1	111	5
19634	33	7	8	1	94	7
19635	37	6	8	1	60	2
19636	29	9	7	1	225	6
19637	22	8	3	1	106	6
19638	23	7	3	1	141	5
19639	24	7	4	1	163	4
19640	25	9	7	4	226	1
19641	26	9	4	2	183	8
